system:index,date,day,latitude,longitude,mean_2m_air_temperature,month,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m,year,.geo
1_1_1_1_1_1_2_20160928_1,2016-09-28,28,41.3786852470309,-73.9314228275875,287.92258,9,0.0020150319,-1.905692,-0.3779883,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20160928_2,2016-09-28,28,41.33376948282493,-73.97633859179348,287.92258,9,0.0020150319,-1.905692,-0.3779883,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20160928_3,2016-09-28,28,41.33376948282493,-73.9314228275875,287.92258,9,0.0020150319,-1.905692,-0.3779883,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20160929_0,2016-09-29,29,41.3786852470309,-73.97633859179348,288.16428,9,1.5485846E-4,-3.2041013,-1.4920812,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_2_20160929_1,2016-09-29,29,41.3786852470309,-73.9314228275875,288.16428,9,1.5485846E-4,-3.2041013,-1.4920812,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20160929_2,2016-09-29,29,41.33376948282493,-73.97633859179348,288.16428,9,1.5485846E-4,-3.2041013,-1.4920812,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20160929_3,2016-09-29,29,41.33376948282493,-73.9314228275875,288.16428,9,1.5485846E-4,-3.2041013,-1.4920812,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20160930_0,2016-09-30,30,41.3786852470309,-73.97633859179348,286.07523,9,0.013722686,-3.0425818,-2.4361887,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_2_20160930_1,2016-09-30,30,41.3786852470309,-73.9314228275875,286.07523,9,0.013722686,-3.0425818,-2.4361887,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20160930_2,2016-09-30,30,41.33376948282493,-73.97633859179348,286.07523,9,0.013722686,-3.0425818,-2.4361887,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20160930_3,2016-09-30,30,41.33376948282493,-73.9314228275875,286.07523,9,0.013722686,-3.0425818,-2.4361887,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20161001_0,2016-10-01,1,41.3786852470309,-73.97633859179348,285.4485,10,0.0014109444,-2.1322184,-2.4568794,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_2_20161001_1,2016-10-01,1,41.3786852470309,-73.9314228275875,285.4485,10,0.0014109444,-2.1322184,-2.4568794,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20161001_2,2016-10-01,1,41.33376948282493,-73.97633859179348,285.4485,10,0.0014109444,-2.1322184,-2.4568794,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20161001_3,2016-10-01,1,41.33376948282493,-73.9314228275875,285.4485,10,0.0014109444,-2.1322184,-2.4568794,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20161002_0,2016-10-02,2,41.3786852470309,-73.97633859179348,286.46396,10,0.0012397654,-0.99895406,-0.16702573,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_2_20161002_1,2016-10-02,2,41.3786852470309,-73.9314228275875,286.46396,10,0.0012397654,-0.99895406,-0.16702573,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20161002_2,2016-10-02,2,41.33376948282493,-73.97633859179348,286.46396,10,0.0012397654,-0.99895406,-0.16702573,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20161002_3,2016-10-02,2,41.33376948282493,-73.9314228275875,286.46396,10,0.0012397654,-0.99895406,-0.16702573,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20161003_0,2016-10-03,3,41.3786852470309,-73.97633859179348,289.9826,10,5.836282E-4,0.5166239,0.39131412,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_2_20161003_1,2016-10-03,3,41.3786852470309,-73.9314228275875,289.9826,10,5.836282E-4,0.5166239,0.39131412,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20161003_2,2016-10-03,3,41.33376948282493,-73.97633859179348,289.9826,10,5.836282E-4,0.5166239,0.39131412,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20161003_3,2016-10-03,3,41.33376948282493,-73.9314228275875,289.9826,10,5.836282E-4,0.5166239,0.39131412,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20161004_0,2016-10-04,4,41.3786852470309,-73.97633859179348,289.09213,10,2.2150949E-4,-1.5412112,-1.274702,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_2_20161004_1,2016-10-04,4,41.3786852470309,-73.9314228275875,289.09213,10,2.2150949E-4,-1.5412112,-1.274702,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20161004_2,2016-10-04,4,41.33376948282493,-73.97633859179348,289.09213,10,2.2150949E-4,-1.5412112,-1.274702,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20161004_3,2016-10-04,4,41.33376948282493,-73.9314228275875,289.09213,10,2.2150949E-4,-1.5412112,-1.274702,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20161005_0,2016-10-05,5,41.3786852470309,-73.97633859179348,287.67294,10,6.1281025E-7,-1.4154619,-0.72520274,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_2_20161005_1,2016-10-05,5,41.3786852470309,-73.9314228275875,287.67294,10,6.1281025E-7,-1.4154619,-0.72520274,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20161005_2,2016-10-05,5,41.33376948282493,-73.97633859179348,287.67294,10,6.1281025E-7,-1.4154619,-0.72520274,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20161005_3,2016-10-05,5,41.33376948282493,-73.9314228275875,287.67294,10,6.1281025E-7,-1.4154619,-0.72520274,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20161006_0,2016-10-06,6,41.3786852470309,-73.97633859179348,286.98373,10,6.524846E-6,0.17483447,0.6740646,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_2_20161006_1,2016-10-06,6,41.3786852470309,-73.9314228275875,286.98373,10,6.524846E-6,0.17483447,0.6740646,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20161006_2,2016-10-06,6,41.33376948282493,-73.97633859179348,286.98373,10,6.524846E-6,0.17483447,0.6740646,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20161006_3,2016-10-06,6,41.33376948282493,-73.9314228275875,286.98373,10,6.524846E-6,0.17483447,0.6740646,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20161007_0,2016-10-07,7,41.3786852470309,-73.97633859179348,288.26627,10,3.7495047E-6,-0.1082502,1.0862273,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_2_20161007_1,2016-10-07,7,41.3786852470309,-73.9314228275875,288.26627,10,3.7495047E-6,-0.1082502,1.0862273,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20161007_2,2016-10-07,7,41.33376948282493,-73.97633859179348,288.26627,10,3.7495047E-6,-0.1082502,1.0862273,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20161007_3,2016-10-07,7,41.33376948282493,-73.9314228275875,288.26627,10,3.7495047E-6,-0.1082502,1.0862273,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20161008_0,2016-10-08,8,41.3786852470309,-73.97633859179348,287.87595,10,5.873777E-4,-0.20770796,1.3847135,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_2_20161008_1,2016-10-08,8,41.3786852470309,-73.9314228275875,287.87595,10,5.873777E-4,-0.20770796,1.3847135,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20161008_2,2016-10-08,8,41.33376948282493,-73.97633859179348,287.87595,10,5.873777E-4,-0.20770796,1.3847135,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20161008_3,2016-10-08,8,41.33376948282493,-73.9314228275875,287.87595,10,5.873777E-4,-0.20770796,1.3847135,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20161009_0,2016-10-09,9,41.3786852470309,-73.97633859179348,287.17758,10,0.0037332661,0.19813389,-3.146861,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_2_20161009_1,2016-10-09,9,41.3786852470309,-73.9314228275875,287.17758,10,0.0037332661,0.19813389,-3.146861,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20161009_2,2016-10-09,9,41.33376948282493,-73.97633859179348,287.17758,10,0.0037332661,0.19813389,-3.146861,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20161009_3,2016-10-09,9,41.33376948282493,-73.9314228275875,287.17758,10,0.0037332661,0.19813389,-3.146861,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20161010_0,2016-10-10,10,41.3786852470309,-73.97633859179348,283.8988,10,0.0,1.2416481,-4.3781414,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_2_20161010_1,2016-10-10,10,41.3786852470309,-73.9314228275875,283.8988,10,0.0,1.2416481,-4.3781414,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20161010_2,2016-10-10,10,41.33376948282493,-73.97633859179348,283.8988,10,0.0,1.2416481,-4.3781414,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20161010_3,2016-10-10,10,41.33376948282493,-73.9314228275875,283.8988,10,0.0,1.2416481,-4.3781414,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20161011_0,2016-10-11,11,41.3786852470309,-73.97633859179348,282.5074,10,0.0,-0.27058172,-0.773616,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_2_20161011_1,2016-10-11,11,41.3786852470309,-73.9314228275875,282.5074,10,0.0,-0.27058172,-0.773616,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20161011_2,2016-10-11,11,41.33376948282493,-73.97633859179348,282.5074,10,0.0,-0.27058172,-0.773616,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20161011_3,2016-10-11,11,41.33376948282493,-73.9314228275875,282.5074,10,0.0,-0.27058172,-0.773616,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20161012_0,2016-10-12,12,41.3786852470309,-73.97633859179348,284.54587,10,1.8626451E-9,-0.16073535,1.743011,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_2_20161012_1,2016-10-12,12,41.3786852470309,-73.9314228275875,284.54587,10,1.8626451E-9,-0.16073535,1.743011,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20161012_2,2016-10-12,12,41.33376948282493,-73.97633859179348,284.54587,10,1.8626451E-9,-0.16073535,1.743011,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20161012_3,2016-10-12,12,41.33376948282493,-73.9314228275875,284.54587,10,1.8626451E-9,-0.16073535,1.743011,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20161013_0,2016-10-13,13,41.3786852470309,-73.97633859179348,286.17917,10,0.0012971051,1.0375537,1.3604269,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_2_20161013_1,2016-10-13,13,41.3786852470309,-73.9314228275875,286.17917,10,0.0012971051,1.0375537,1.3604269,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20161013_2,2016-10-13,13,41.33376948282493,-73.97633859179348,286.17917,10,0.0012971051,1.0375537,1.3604269,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20161013_3,2016-10-13,13,41.33376948282493,-73.9314228275875,286.17917,10,0.0012971051,1.0375537,1.3604269,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20161014_0,2016-10-14,14,41.3786852470309,-73.97633859179348,283.31757,10,0.0,0.64090395,-2.4568038,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_2_20161014_1,2016-10-14,14,41.3786852470309,-73.9314228275875,283.31757,10,0.0,0.64090395,-2.4568038,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20161014_2,2016-10-14,14,41.33376948282493,-73.97633859179348,283.31757,10,0.0,0.64090395,-2.4568038,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20161014_3,2016-10-14,14,41.33376948282493,-73.9314228275875,283.31757,10,0.0,0.64090395,-2.4568038,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20161015_0,2016-10-15,15,41.3786852470309,-73.97633859179348,282.06058,10,0.0,-0.6678958,0.23845191,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_2_20161015_1,2016-10-15,15,41.3786852470309,-73.9314228275875,282.06058,10,0.0,-0.6678958,0.23845191,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20161015_2,2016-10-15,15,41.33376948282493,-73.97633859179348,282.06058,10,0.0,-0.6678958,0.23845191,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20161015_3,2016-10-15,15,41.33376948282493,-73.9314228275875,282.06058,10,0.0,-0.6678958,0.23845191,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20161016_0,2016-10-16,16,41.3786852470309,-73.97633859179348,285.86465,10,4.284084E-8,1.2696353,2.587106,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_2_20161016_1,2016-10-16,16,41.3786852470309,-73.9314228275875,285.86465,10,4.284084E-8,1.2696353,2.587106,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20161016_2,2016-10-16,16,41.33376948282493,-73.97633859179348,285.86465,10,4.284084E-8,1.2696353,2.587106,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20161016_3,2016-10-16,16,41.33376948282493,-73.9314228275875,285.86465,10,4.284084E-8,1.2696353,2.587106,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20161017_0,2016-10-17,17,41.3786852470309,-73.97633859179348,292.36472,10,1.4708191E-4,2.0831869,0.90551156,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_2_20161017_1,2016-10-17,17,41.3786852470309,-73.9314228275875,292.36472,10,1.4708191E-4,2.0831869,0.90551156,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20161017_2,2016-10-17,17,41.33376948282493,-73.97633859179348,292.36472,10,1.4708191E-4,2.0831869,0.90551156,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20161017_3,2016-10-17,17,41.33376948282493,-73.9314228275875,292.36472,10,1.4708191E-4,2.0831869,0.90551156,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20161018_0,2016-10-18,18,41.3786852470309,-73.97633859179348,293.7311,10,0.0,1.2415015,2.517302,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_2_20161018_1,2016-10-18,18,41.3786852470309,-73.9314228275875,293.7311,10,0.0,1.2415015,2.517302,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20161018_2,2016-10-18,18,41.33376948282493,-73.97633859179348,293.7311,10,0.0,1.2415015,2.517302,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20161018_3,2016-10-18,18,41.33376948282493,-73.9314228275875,293.7311,10,0.0,1.2415015,2.517302,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20161019_0,2016-10-19,19,41.3786852470309,-73.97633859179348,295.7543,10,2.283603E-6,2.238129,0.68163556,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_2_20161019_1,2016-10-19,19,41.3786852470309,-73.9314228275875,295.7543,10,2.283603E-6,2.238129,0.68163556,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20161019_2,2016-10-19,19,41.33376948282493,-73.97633859179348,295.7543,10,2.283603E-6,2.238129,0.68163556,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20161019_3,2016-10-19,19,41.33376948282493,-73.9314228275875,295.7543,10,2.283603E-6,2.238129,0.68163556,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20161020_0,2016-10-20,20,41.3786852470309,-73.97633859179348,288.8208,10,0.006046053,-1.8060957,-0.50882775,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_2_20161020_1,2016-10-20,20,41.3786852470309,-73.9314228275875,288.8208,10,0.006046053,-1.8060957,-0.50882775,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20161020_2,2016-10-20,20,41.33376948282493,-73.97633859179348,288.8208,10,0.006046053,-1.8060957,-0.50882775,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20161020_3,2016-10-20,20,41.33376948282493,-73.9314228275875,288.8208,10,0.006046053,-1.8060957,-0.50882775,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20161021_0,2016-10-21,21,41.3786852470309,-73.97633859179348,291.38992,10,0.0069740433,-1.6394149,1.8331898,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_2_20161021_1,2016-10-21,21,41.3786852470309,-73.9314228275875,291.38992,10,0.0069740433,-1.6394149,1.8331898,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20161021_2,2016-10-21,21,41.33376948282493,-73.97633859179348,291.38992,10,0.0069740433,-1.6394149,1.8331898,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20161021_3,2016-10-21,21,41.33376948282493,-73.9314228275875,291.38992,10,0.0069740433,-1.6394149,1.8331898,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20161022_0,2016-10-22,22,41.3786852470309,-73.97633859179348,283.84055,10,0.028119601,2.9285908,-2.3448734,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_2_20161022_1,2016-10-22,22,41.3786852470309,-73.9314228275875,283.84055,10,0.028119601,2.9285908,-2.3448734,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20161022_2,2016-10-22,22,41.33376948282493,-73.97633859179348,283.84055,10,0.028119601,2.9285908,-2.3448734,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20161022_3,2016-10-22,22,41.33376948282493,-73.9314228275875,283.84055,10,0.028119601,2.9285908,-2.3448734,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20161023_0,2016-10-23,23,41.3786852470309,-73.97633859179348,282.79526,10,8.0386177E-4,5.6863422,-1.004011,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_2_20161023_1,2016-10-23,23,41.3786852470309,-73.9314228275875,282.79526,10,8.0386177E-4,5.6863422,-1.004011,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20161023_2,2016-10-23,23,41.33376948282493,-73.97633859179348,282.79526,10,8.0386177E-4,5.6863422,-1.004011,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20161023_3,2016-10-23,23,41.33376948282493,-73.9314228275875,282.79526,10,8.0386177E-4,5.6863422,-1.004011,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20161024_0,2016-10-24,24,41.3786852470309,-73.97633859179348,283.6762,10,0.005953748,3.2413986,-0.5649291,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_2_20161024_1,2016-10-24,24,41.3786852470309,-73.9314228275875,283.6762,10,0.005953748,3.2413986,-0.5649291,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20161024_2,2016-10-24,24,41.33376948282493,-73.97633859179348,283.6762,10,0.005953748,3.2413986,-0.5649291,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20161024_3,2016-10-24,24,41.33376948282493,-73.9314228275875,283.6762,10,0.005953748,3.2413986,-0.5649291,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20161025_0,2016-10-25,25,41.3786852470309,-73.97633859179348,280.49722,10,4.2240694E-4,3.535326,-2.0820363,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
1_1_1_1_1_1_2_20161025_1,2016-10-25,25,41.3786852470309,-73.9314228275875,280.49722,10,4.2240694E-4,3.535326,-2.0820363,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.3786852470309]}"
1_1_1_1_1_1_2_20161025_2,2016-10-25,25,41.33376948282493,-73.97633859179348,280.49722,10,4.2240694E-4,3.535326,-2.0820363,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.33376948282493]}"
1_1_1_1_1_1_2_20161025_3,2016-10-25,25,41.33376948282493,-73.9314228275875,280.49722,10,4.2240694E-4,3.535326,-2.0820363,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.9314228275875,41.33376948282493]}"
1_1_1_1_1_1_2_20161026_0,2016-10-26,26,41.3786852470309,-73.97633859179348,277.65845,10,4.284084E-8,1.6406802,-1.8787938,2016,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-73.97633859179348,41.3786852470309]}"
